scaler,best_params,pca_components,train_accuracy,test_accuracy,cv_mean_score,classification_report
MinMaxScaler2,3,35,0.9069767441860465,0.8620689655172413,0.775,"              precision    recall  f1-score   support

           0     0.9000    0.9000    0.9000        10
           1     1.0000    0.8182    0.9000        11
           2     0.7000    0.8750    0.7778         8

    accuracy                         0.8621        29
   macro avg     0.8667    0.8644    0.8593        29
weighted avg     0.8828    0.8621    0.8663        29
"
